iteration,entropy
191,0.20899533088099148
192,0.20765527455632724
193,0.20561267080611365
194,0.2107505253939785
195,0.2064459286911953
196,0.20915247649448243
197,0.20520206243921435
198,0.21131001442677927
199,0.21344955866777823
200,0.22037634590756278
201,0.21027022439501736
202,0.20900210480898687
203,0.21119796446805983
204,0.21582566729703345
205,0.22321025301139732
206,0.2185161313105834
207,0.2170560507158203
208,0.22890175124818693
209,0.22085673959323612
210,0.22879199318730029
211,0.23175168495205137
212,0.24013975377217275
213,0.2504132622206443
214,0.25114577887416395
215,0.25552549209552744
216,0.26308755017929963
217,0.2429397539866235
218,0.24215874352780306
219,0.2496593284449829
220,0.24771128414149768
221,0.2536189049446596
222,0.25485978208305415
223,0.2548540693604215
224,0.24478123632275203
225,0.2601384428182753
226,0.25056210333231277
227,0.2548465693036269
228,0.24823491079767554
229,0.24362707285647905
230,0.2513262603228261
231,0.24945187973859034
232,0.25598549353849054
233,0.2348212341231848
234,0.22916121389833316
235,0.22392819873892283
236,0.21262857803780613
237,0.21150497114375014
238,0.21732512340629595
239,0.19303206279326607
240,0.18194335575795606
241,0.18465313393209581
242,0.18889268860575603
243,0.19177963540866083
244,0.18718163903670038
245,0.19052189987576496
246,0.19117023513362033
247,0.1967280813565855
248,0.19575473427182893
249,0.19980802516565488
250,0.20304921459882272
251,0.20694008010155324
252,0.2024317527278629
253,0.20484663379015505
254,0.2065526578848476
255,0.20859543052716858
256,0.2108411008554761
257,0.20555656123675625
258,0.21140562818042768
259,0.2020870504748561
260,0.20029912051388055
261,0.20917133338499394
262,0.21661108554002967
263,0.21707882079190366
264,0.21590262361081816
265,0.21358598765362144
266,0.2172625415556081
267,0.21987139309793718
268,0.21493142966809264
269,0.21289168681582832
270,0.20773575606512665
271,0.2160188008362328
272,0.21077861213499344
273,0.21610078391445395
274,0.20912899188895318
275,0.20968891706301848
276,0.22098230752557993
277,0.22088675022942866
278,0.23315737357027944
279,0.22756471507240467
280,0.2346769871312509
281,0.21797261635428786
282,0.20976774311268115
283,0.20034246736200323
284,0.18718736363477406
285,0.1807579204755647
286,0.18765081662721922
287,0.1868848110369251
288,0.18098182252376815
289,0.18095187000289537
290,0.17661853621432075
291,0.17777351499864322
292,0.17734367812912566
293,0.18321910253875748
294,0.18322995409534942
295,0.18818074216290875
296,0.19443859977144076
297,0.20573645516269662
298,0.19945444741222945
299,0.21490717264920134
